Gene	Mean	Variance	CV2
9130019O22Rik	NA	0.006	NA
9130019P16Rik	NA	0.002	NA
9130020K20Rik	NA	0.069	NA
9130023H24Rik	NA	0.003	NA
9130024F11Rik	NA	0.04	NA
9130206I24Rik	NA	0.002	NA
9130213A22Rik	NA	0.001	NA
9130221H12Rik	NA	0.004	NA
9130230N09Rik	NA	0.003	NA
9130401M01Rik	NA	0.027	NA
9230009I02Rik	NA	0	NA
9230110C19Rik	NA	0.01	NA
9230112E08Rik	NA	0.002	NA
9230114K14Rik	NA	0.014	NA
9230115E21Rik	NA	0.002	NA
9230116N13Rik	NA	0.001	NA
9230117E06Rik	NA	0	NA
9330020H09Rik	NA	0.014	NA
9330101J02Rik	NA	0.012	NA
9330104G04Rik	NA	0.005	NA
9330111N05Rik	NA	0.006	NA
9330136K24Rik	NA	0.006	NA
9330151L19Rik	NA	0.067	NA
9330154J02Rik	NA	0.002	NA
9330158H04Rik	NA	0.004	NA
9330159F19Rik	NA	0.286	NA
9330159M07Rik	NA	0.007	NA
9330159N05Rik	NA	0.008	NA
9330160F10Rik	NA	0.01	NA
9330162012Rik	NA	0.023	NA
9330171B17Rik	NA	0.001	NA
9330179D12Rik	NA	0.004	NA
9330182L06Rik	NA	0.041	NA
9330185C12Rik	NA	0.002	NA
9430002A10Rik	NA	0.001	NA
9430008C03Rik	NA	0.014	NA
9430015G10Rik	NA	0.031	NA
9430016H08Rik	NA	0.023	NA
9430020K01Rik	NA	0.08	NA
9430021M05Rik	NA	0.003	NA
9430023L20Rik	NA	0.023	NA
9430029A11Rik	NA	0.002	NA
9430037G07Rik	NA	0.005	NA
9430038I01Rik	NA	0.017	NA
9430041J12Rik	NA	0.015	NA
9430065F17Rik	NA	0.013	NA
9430091E24Rik	NA	0.005	NA
9430097D07Rik	NA	0.001	NA
9530026P05Rik	NA	0.005	NA
9530027J09Rik	NA	0.003	NA
9530034E10Rik	NA	0.001	NA
9530036O11Rik	NA	0.003	NA
9530046B11Rik	NA	0.002	NA
9530051G07Rik	NA	0.005	NA
9530052E02Rik	NA	0.007	NA
9530059O14Rik	NA	0.223	NA
9530068E07Rik	NA	0.057	NA
9530077C05Rik	NA	0.014	NA
9530080O11Rik	NA	0.004	NA
9530082P21Rik	NA	0.015	NA
9630001P10Rik	NA	0.007	NA
9630013D21Rik	NA	0.001	NA
9630028H03Rik	NA	0.001	NA
9630033F20Rik	NA	0.024	NA
9830144P21Rik	NA	0.007	NA
9830147E19Rik	NA	0.018	NA
9930012K11Rik	NA	0.005	NA
9930013L23Rik	NA	0.04	NA
9930014A18Rik	NA	0.003	NA
9930021J03Rik	NA	0.092	NA
9930104L06Rik	NA	0.042	NA
9930111J21Rik1	NA	0.001	NA
9930111J21Rik2	NA	0.006	NA
A030003K02Rik	NA	0.004	NA
A030009H04Rik	NA	0.114	NA
A130010J15Rik	NA	0.009	NA
A130014A01Rik	NA	0.018	NA
A130049A11Rik	NA	0.014	NA
A130050O07Rik	NA	0.015	NA
A130051J06Rik	NA	0.001	NA
A230004M16Rik	NA	0.003	NA
A230005M16Rik	NA	0.002	NA
A230006K03Rik	NA	0.169	NA
A230009B12Rik	NA	0.002	NA
A230046K03Rik	NA	0.09	NA
A230050P20Rik	NA	0.218	NA
A230056P14Rik	NA	0.008	NA
A230059L01Rik	NA	0.001	NA
A230065H16Rik	NA	0.001	NA
A230065N10Rik	NA	0.001	NA
A230072C01Rik	NA	0.012	NA
A230072E10Rik	NA	0.007	NA
A230083G16Rik	NA	0.002	NA
A230083N12Rik	NA	0.001	NA
A230087F16Rik	NA	0.006	NA
A230103J11Rik	NA	0.003	NA
A230107N01Rik	NA	0.01	NA
A2m	NA	0.005	NA
A330008L17Rik	NA	0.038	NA
A330009N23Rik	NA	0.009	NA
A330017A19Rik	NA	0.041	NA
A330021E22Rik	NA	0.075	NA
A330023F24Rik	NA	0.238	NA
A330032B11Rik	NA	0.003	NA
A330033J07Rik	NA	0.003	NA
A330035P11Rik	NA	0.001	NA
A330040F15Rik	NA	0.004	NA
A330041J22Rik	NA	0.001	NA
A330048O09Rik	NA	0.001	NA
A330050B17Rik	NA	0.002	NA
A330050F15Rik	NA	0.014	NA
A330069E16Rik	NA	0.014	NA
A330070K13Rik	NA	0	NA
A330074K22Rik	NA	0.004	NA
A330076H08Rik	NA	0.22	NA
A330102I10Rik	NA	0.072	NA
A3galt2	NA	0	NA
A430005L14Rik	NA	0.026	NA
A430010J10Rik	NA	0.003	NA
A430018G15Rik	NA	0.009	NA
A430033K04Rik	NA	0.015	NA
A430035B10Rik	NA	0.009	NA
A430046D13Rik	NA	0.032	NA
A430057M04Rik	NA	0.001	NA
A430078I02Rik	NA	0.001	NA
A430105I19Rik	NA	0.019	NA
A430105J06Rik	NA	0.005	NA
A430106G13Rik	NA	0.013	NA
A430108G06Rik	NA	0.004	NA
A430110L20Rik	NA	0.013	NA
A4galt	NA	0.002	NA
A530013C23Rik	NA	0.001	NA
A530017D24Rik	NA	0.025	NA
A530054K11Rik	NA	0.025	NA
A530072M11Rik	NA	0.001	NA
A530083I20Rik	NA	0.003	NA
A530084C06Rik	NA	0.001	NA
A630001G21Rik	NA	0.003	NA
A630007B06Rik	NA	0.102	NA
A630023P12Rik	NA	0.002	NA
A630033H20Rik	NA	0	NA
A630052C17Rik	NA	0.018	NA
A630077J23Rik	NA	0.001	NA
A630081J09Rik	NA	0.033	NA
A730011C13Rik	NA	0.005	NA
A730017C20Rik	NA	0.053	NA
A730017L22Rik	NA	0.031	NA
A730020E08Rik	NA	0.009	NA
A730020M07Rik	NA	0.002	NA
A730036I17Rik	NA	0.002	NA
A730049H05Rik	NA	0.001	NA
A730056A06Rik	NA	0.002	NA
A730060N03Rik	NA	0.008	NA
A730071L15Rik	NA	0.001	NA
A730081D07Rik	NA	0.003	NA
A730090N16Rik	NA	0.002	NA
A830005F24Rik	NA	0.002	NA
A830009L08Rik	NA	0.004	NA
A830010M20Rik	NA	0.145	NA
A830011K09Rik	NA	0.008	NA
A830012C17Rik	NA	0.001	NA
A830018L16Rik	NA	0.067	NA
A830019P07Rik	NA	0.001	NA
A830031A19Rik	NA	0.002	NA
A830035O19Rik	NA	0.001	NA
A830036E02Rik	NA	0.316	NA
A830039N20Rik	NA	0.071	NA
A830052D11Rik	NA	0.002	NA
A830073O21Rik	NA	0.024	NA
A830080D01Rik	NA	0.064	NA
A830082K12Rik	NA	0.086	NA
A830092H15Rik	NA	0.002	NA
A930003A15Rik	NA	0.001	NA
A930004D18Rik	NA	0.003	NA
A930005H10Rik	NA	0.001	NA
A930006K02Rik	NA	0.006	NA
A930007I19Rik	NA	0.005	NA
A930009A15Rik	NA	0.003	NA
A930011G23Rik	NA	0.007	NA
A930011O12Rik	NA	0.443	NA
A930012L18Rik	NA	0.009	NA
A930012O16Rik	NA	0.002	NA
A930015D03Rik	NA	0.005	NA
A930016O22Rik	NA	0.001	NA
A930017K11Rik	NA	0.001	NA
A930018M24Rik	NA	0.005	NA
A930019D19Rik	NA	0.001	NA
A930024E05Rik	NA	0.018	NA
A930024N18Rik	NA	0.003	NA
A930028C08Rik	NA	0.002	NA
A930029G22Rik	NA	0.008	NA
A930033H14Rik	NA	0.02	NA
A930039A15Rik	NA	0.001	NA
AA386476	NA	0.008	NA
AA415398	NA	0.015	NA
AA465934	NA	0.019	NA
AA474331	NA	0.021	NA
AA474408	NA	0.003	NA
AA543186	NA	0.003	NA
AA986860	NA	0.002	NA
AA987161	NA	0.019	NA
Aaas	NA	0.019	NA
Aacs	NA	0.038	NA
Aaed1	NA	0.008	NA
Aagab	NA	0.056	NA
Aak1	NA	0.155	NA
Aamdc	NA	0.023	NA
Aamp	NA	0.085	NA
Aanat	NA	0.001	NA
Aar2	NA	0.015	NA
Aard	NA	0.004	NA
Aars	NA	0.066	NA
Aars2	NA	0.044	NA
Aarsd1	NA	0.015	NA
Aasdh	NA	0.038	NA
Aasdhppt	NA	0.04	NA
Aass	NA	0.005	NA
Aatf	NA	0.04	NA
Aatk	NA	0.144	NA
AB041803	NA	0.013	NA
AB041806	NA	0.003	NA
AB124611	NA	0.001	NA
Abat	NA	0.045	NA
Abca1	NA	0.034	NA
Abca17	NA	0.002	NA
Abca2	NA	0.122	NA
Abca3	NA	0.066	NA
Abca4	NA	0.004	NA
Abca5	NA	0.08	NA
Abca6	NA	0.003	NA
Abca7	NA	0.035	NA
Abca8a	NA	0.016	NA
Abca8b	NA	0.057	NA
Abca9	NA	0.011	NA
Abcb10	NA	0.029	NA
Abcb1a	NA	0.08	NA
Abcb1b	NA	0.013	NA
Abcb4	NA	0.026	NA
Abcb6	NA	0.033	NA
Abcb7	NA	0.013	NA
Abcb8	NA	0.05	NA
Abcb9	NA	0.047	NA
Abcc1	NA	0.042	NA
Abcc10	NA	0.019	NA
Abcc12	NA	0.001	NA
Abcc2	NA	0.001	NA
Abcc3	NA	0.001	NA
Abcc4	NA	0.015	NA
Abcc5	NA	0.357	NA
Abcc6	NA	0.001	NA
Abcc8	NA	0.042	NA
Abcc9	NA	0.014	NA
Abcd1	NA	0.03	NA
Abcd2	NA	0.041	NA
Abcd3	NA	0.07	NA
Abcd4	NA	0.032	NA
Abce1	NA	0.076	NA
Abcf1	NA	0.134	NA
Abcf2	NA	0.051	NA
Abcf3	NA	0.064	NA
Abcg1	NA	0.061	NA
Abcg2	NA	0.064	NA
Abcg3	NA	0	NA
Abcg4	NA	0.035	NA
Abhd1	NA	0.011	NA
Abhd10	NA	0.039	NA
Abhd11	NA	0.055	NA
Abhd12	NA	0.114	NA
Abhd12b	NA	0.006	NA
Abhd13	NA	0.029	NA
Abhd14a	NA	0.055	NA
Abhd14b	NA	0.061	NA
Abhd15	NA	0.001	NA
Abhd16a	NA	0.133	NA
Abhd17a	NA	0.035	NA
Abhd17b	NA	0.042	NA
Abhd17c	NA	0.012	NA
Abhd2	NA	0.088	NA
Abhd3	NA	0.044	NA
Abhd4	NA	0.015	NA
Abhd5	NA	0.016	NA
Abhd6	NA	0.06	NA
Abhd8	NA	0.08	NA
Abi1	NA	0.102	NA
Abi2	NA	0.175	NA
Abi3	NA	0.004	NA
Abi3bp	NA	0.032	NA
Abl1	NA	0.039	NA
Abl2	NA	0.061	NA
Ablim1	NA	0.192	NA
Ablim2	NA	0.228	NA
Ablim3	NA	0.03	NA
Abr	NA	0.172	NA
Abra	NA	0.001	NA
Abracl	NA	0.022	NA
Abt1	NA	0.013	NA
Abtb1	NA	0.055	NA
Abtb2	NA	0.004	NA
AC132867.1	NA	0.001	NA
AC137947.1	NA	0.001	NA
AC138368.1	NA	0.002	NA
AC163993.1	NA	0.024	NA
Acaa1a	NA	0.103	NA
Acaa1b	NA	0.002	NA
Acaa2	NA	0.014	NA
Acaca	NA	0.051	NA
Acacb	NA	0.004	NA
Acad10	NA	0.008	NA
Acad11	NA	0.013	NA
Acad12	NA	0.008	NA
Acad8	NA	0.031	NA
Acad9	NA	0.051	NA
Acadl	NA	0.028	NA
Acadm	NA	0.041	NA
Acads	NA	0.009	NA
Acadsb	NA	0.093	NA
Acadvl	NA	0.065	NA
Acan	NA	0.004	NA
Acap2	NA	0.293	NA
Acap3	NA	0.073	NA
Acat1	NA	0.113	NA
Acat2	NA	0.028	NA
Acat3	NA	0.008	NA
Acbd3	NA	0.051	NA
Acbd4	NA	0.047	NA
Acbd5	NA	0.099	NA
Acbd6	NA	0.041	NA
Acbd7	NA	0.001	NA
Accs	NA	0.009	NA
Accsl	NA	0.001	NA
Acd	NA	0.057	NA
Ace	NA	0.005	NA
Ace2	NA	0.003	NA
Acer2	NA	0.007	NA
Acer3	NA	0.054	NA
Ache	NA	0.049	NA
Acin1	NA	0.458	NA
Ackr2	NA	0.001	NA
Ackr3	NA	0.018	NA
Acly	NA	0.049	NA
Acn9	NA	0.019	NA
Aco1	NA	0.028	NA
Aco2	NA	0.158	NA
Acot1	NA	0.007	NA
Acot10	NA	0.002	NA
Acot11	NA	0.011	NA
Acot12	NA	0.001	NA
Acot13	NA	0.041	NA
Acot2	NA	0.009	NA
Acot3	NA	0.003	NA
Acot4	NA	0.004	NA
Acot5	NA	0.005	NA
Acot6	NA	0.005	NA
Acot7	NA	0.076	NA
Acot8	NA	0.027	NA
Acot9	NA	0.018	NA
Acox1	NA	0.07	NA
Acox3	NA	0.022	NA
Acp1	NA	0.026	NA
Acp2	NA	0.091	NA
Acp6	NA	0.052	NA
Acpl2	NA	0.016	NA
Acr	NA	0.005	NA
Acrbp	NA	0.027	NA
Acsbg1	NA	0.049	NA
Acsf2	NA	0.002	NA
Acsf3	NA	0.012	NA
Acsl1	NA	0.048	NA
Acsl3	NA	0.3	NA
Acsl4	NA	0.078	NA
Acsl5	NA	0.039	NA
Acsl6	NA	0.212	NA
Acsm3	NA	0.002	NA
Acss1	NA	0.027	NA
Acss2	NA	0.081	NA
Acss3	NA	0.001	NA
Acta1	NA	0.013	NA
Acta2	NA	0.007	NA
Actb	NA	0.524	NA
Actc1	NA	0.001	NA
Actg1	NA	0.011	NA
Actg2	NA	0.001	NA
Actl6a	NA	0.033	NA
Actl6b	NA	0.139	NA
Actn1	NA	0.15	NA
Actn2	NA	0.013	NA
Actn3	NA	0	NA
Actn4	NA	0.135	NA
Actr10	NA	0.071	NA
Actr1a	NA	0.062	NA
Actr1b	NA	0.137	NA
Actr2	NA	0.187	NA
Actr3	NA	0.071	NA
Actr3b	NA	0.025	NA
Actr5	NA	0.015	NA
Actr6	NA	0.048	NA
Actr8	NA	0.054	NA
Actrt3	NA	0.001	NA
Acvr1	NA	0.021	NA
Acvr1b	NA	0.064	NA
Acvr1c	NA	0.044	NA
Acvr2a	NA	0.102	NA
Acvr2b	NA	0.021	NA
Acvrl1	NA	0.019	NA
Acy1	NA	0.015	NA
Acy3	NA	0.002	NA
Acyp1	NA	0.024	NA
Acyp2	NA	0.02	NA
Ada	NA	0.002	NA
Adad2	NA	0.001	NA
Adal	NA	0.045	NA
Adam10	NA	0.109	NA
Adam11	NA	0.126	NA
Adam12	NA	0.004	NA
Adam15	NA	0.13	NA
Adam17	NA	0.036	NA
Adam18	NA	0.003	NA
Adam19	NA	0.024	NA
Adam1a	NA	0	NA
Adam21	NA	0.001	NA
Adam22	NA	0.186	NA
Adam23	NA	0.145	NA
Adam32	NA	0.003	NA
Adam33	NA	0.044	NA
Adam4	NA	0.001	NA
Adam8	NA	0.011	NA
Adam9	NA	0.037	NA
Adamts1	NA	0.024	NA
Adamts10	NA	0.055	NA
Adamts12	NA	0	NA
Adamts13	NA	0.001	NA
Adamts15	NA	0.003	NA
Adamts16	NA	0.009	NA
Adamts17	NA	0.009	NA
Adamts18	NA	0.008	NA
Adamts19	NA	0.004	NA
Adamts2	NA	0.007	NA
Adamts20	NA	0.045	NA
Adamts3	NA	0.035	NA
Adamts4	NA	0.008	NA
Adamts5	NA	0.004	NA
Adamts6	NA	0.006	NA
Adamts8	NA	0.002	NA
Adamts9	NA	0.01	NA
Adamtsl1	NA	0.011	NA
Adamtsl2	NA	0.005	NA
Adamtsl3	NA	0.001	NA
Adamtsl4	NA	0.01	NA
Adamtsl5	NA	0.007	NA
Adap1	NA	0.07	NA
Adap2	NA	0.018	NA
Adar	NA	0.113	NA
Adarb1	NA	0.139	NA
Adarb2	NA	0.067	NA
Adat1	NA	0.04	NA
Adat2	NA	0.004	NA
Adat3	NA	0.003	NA
Adc	NA	0.024	NA
Adck1	NA	0.025	NA
Adck2	NA	0.048	NA
Adck3	NA	0.021	NA
Adck4	NA	0.037	NA
Adck5	NA	0.04	NA
Adcy1	NA	0.216	NA
Adcy10	NA	0.002	NA
Adcy2	NA	0.084	NA
Adcy3	NA	0.041	NA
Adcy4	NA	0.006	NA
Adcy5	NA	0.029	NA
Adcy6	NA	0.042	NA
Adcy7	NA	0.008	NA
Adcy8	NA	0.023	NA
Adcy9	NA	0.043	NA
Adcyap1	NA	0.011	NA
Adcyap1r1	NA	0.074	NA
Add1	NA	0.14	NA
Add2	NA	0.107	NA
Add3	NA	0.146	NA
Adgb	NA	0.007	NA
Adh1	NA	0.001	NA
Adh5	NA	0.029	NA
Adhfe1	NA	0.021	NA
Adi1	NA	0.011	NA
Adipor1	NA	0.08	NA
Adipor2	NA	0.064	NA
Adk	NA	0.033	NA
Adm	NA	0.005	NA
Adnp	NA	0.002	NA
Adnp2	NA	0.018	NA
Ado	NA	0.021	NA
Adora1	NA	0.072	NA
Adora2a	NA	0.002	NA
Adora2b	NA	0.008	NA
Adora3	NA	0.001	NA
Adpgk	NA	0.029	NA
Adprh	NA	0.066	NA
Adprhl2	NA	0.044	NA
Adprm	NA	0.041	NA
Adra1a	NA	0.017	NA
Adra1b	NA	0.018	NA
Adra1d	NA	0.001	NA
Adra2a	NA	0.006	NA
Adra2b	NA	0.001	NA
Adra2c	NA	0.003	NA
Adrb1	NA	0.034	NA
Adrb2	NA	0.002	NA
Adrb3	NA	0.005	NA
Adrbk1	NA	0.045	NA
Adrbk2	NA	0.126	NA
Adrm1	NA	0.066	NA
Adsl	NA	0.037	NA
Adss	NA	0.159	NA
Adssl1	NA	0.018	NA
Aebp1	NA	0.036	NA
Aebp2	NA	0.055	NA
Aen	NA	0.004	NA
Aes	NA	0.093	NA
AF251705	NA	0.003	NA
AF529169	NA	0.002	NA
Afap1	NA	0.04	NA
Afap1l1	NA	0.04	NA
Afap1l2	NA	0.012	NA
Aff1	NA	0.024	NA
Aff2	NA	0.021	NA
Aff3	NA	0.022	NA
Aff4	NA	0.151	NA
Afg3l1	NA	0.07	NA
Afg3l2	NA	0.093	NA
Aftph	NA	0.121	NA
Aga	NA	0.021	NA
Agap1	NA	0.062	NA
Agap2	NA	0.126	NA
Agap3	NA	0.05	NA
Agbl2	NA	0.004	NA
Agbl3	NA	0.024	NA
Agbl4	NA	0.021	NA
Agbl5	NA	0.015	NA
Ager	NA	0.002	NA
Agfg1	NA	0.065	NA
Agfg2	NA	0.104	NA
Aggf1	NA	0.073	NA
Agk	NA	0.024	NA
Agl	NA	0.071	NA
Agmat	NA	0.002	NA
Agmo	NA	0.007	NA
Ago1	NA	0.062	NA
Ago2	NA	0.076	NA
Ago3	NA	0.253	NA
Ago4	NA	0.032	NA
Agpat1	NA	0.058	NA
Agpat2	NA	0.001	NA
Agpat3	NA	0.072	NA
Agpat4	NA	0.073	NA
Agpat5	NA	0.086	NA
Agpat6	NA	0.061	NA
Agpat9	NA	0.003	NA
Agps	NA	0.037	NA
Agrn	NA	0.191	NA
Agrp	NA	0.001	NA
Agt	NA	0.048	NA
Agtpbp1	NA	0.149	NA
Agtr1a	NA	0.001	NA
Agtr2	NA	0.002	NA
Agtrap	NA	0.01	NA
Ahctf1	NA	0.117	NA
Ahcy	NA	0.003	NA
Ahcyl1	NA	0.198	NA
Ahcyl2	NA	0.192	NA
Ahdc1	NA	0.034	NA
Ahi1	NA	0.743	NA
Ahnak	NA	0.058	NA
Ahnak2	NA	0.005	NA
Ahr	NA	0.018	NA
Ahrr	NA	0.003	NA
Ahsa1	NA	0.046	NA
Ahsa2	NA	0.079	NA
AI115009	NA	0.008	NA
AI118078	NA	0.004	NA
AI182371	NA	0.001	NA
AI314180	NA	0.212	NA
AI317395	NA	0.002	NA
AI413582	NA	0.074	NA
AI429214	NA	0.002	NA
AI462493	NA	0.026	NA
AI464131	NA	0.013	NA
AI467606	NA	0.003	NA
AI480526	NA	0.107	NA
AI504432	NA	0.061	NA
AI593442	NA	0.169	NA
AI597468	NA	0.037	NA
AI597479	NA	0.018	NA
AI606181	NA	0.009	NA
AI836003	NA	0.011	NA
AI837181	NA	0.023	NA
AI846148	NA	0.027	NA
AI847159	NA	0.001	NA
AI848285	NA	0.004	NA
AI849053	NA	0.004	NA
AI854517	NA	0.048	NA
AI854703	NA	0.015	NA
AI987944	NA	0.014	NA
Aida	NA	0.027	NA
Aif1	NA	0.005	NA
Aif1l	NA	0.005	NA
Aifm1	NA	0.047	NA
Aifm2	NA	0.011	NA
Aifm3	NA	0.237	NA
Aig1	NA	0.064	NA
Aim1	NA	0.002	NA
Aim1l	NA	0.004	NA
Aim2	NA	0.01	NA
Aimp1	NA	0.061	NA
Aimp2	NA	0.024	NA
Aip	NA	0.024	NA
Aire	NA	0.001	NA
Airn	NA	0.004	NA
Ajap1	NA	0.049	NA
Ajuba	NA	0.002	NA
AK010878	NA	0.018	NA
Ak1	NA	0.045	NA
AK129341	NA	0.055	NA
AK157302	NA	0	NA
Ak2	NA	0.097	NA
Ak3	NA	0.03	NA
Ak4	NA	0.014	NA
Ak5	NA	0.088	NA
Ak7	NA	0.01	NA
Ak8	NA	0.002	NA
Ak9	NA	0.004	NA
Akap1	NA	0.044	NA
Akap10	NA	0.04	NA
Akap11	NA	0.22	NA
Akap12	NA	0.025	NA
Akap13	NA	0.137	NA
Akap14	NA	0.002	NA
Akap17b	NA	0.074	NA
Akap2	NA	0	NA
Akap3	NA	0	NA
Akap5	NA	0.096	NA
Akap6	NA	0.199	NA
Akap7	NA	0.13	NA
Akap8	NA	0.213	NA
Akap8l	NA	0.483	NA
Akap9	NA	0.338	NA
Akip1	NA	0.007	NA
Akirin1	NA	0.041	NA
Akirin2	NA	0.042	NA
Akna	NA	0.002	NA
Akr1a1	NA	0.101	NA
Akr1b10	NA	0.04	NA
Akr1b3	NA	0.011	NA
Akr1b8	NA	0.001	NA
Akr1c14	NA	0.002	NA
Akr1c18	NA	0.001	NA
Akr1cl	NA	0.001	NA
Akr1e1	NA	0.029	NA
Akr7a5	NA	0.019	NA
Akt1	NA	0.031	NA
Akt1s1	NA	0.023	NA
Akt2	NA	0.035	NA
Akt3	NA	0.072	NA
Aktip	NA	0.082	NA
AL596125.1	NA	0.001	NA
Alad	NA	0.024	NA
Alas1	NA	0.069	NA
Alas2	NA	0.002	NA
Alcam	NA	0.237	NA
Aldh16a1	NA	0.009	NA
Aldh18a1	NA	0.018	NA
Aldh1a1	NA	0.012	NA
Aldh1a2	NA	0.002	NA
Aldh1a3	NA	0.001	NA
Aldh1a7	NA	0	NA
Aldh1b1	NA	0.004	NA
Aldh1l1	NA	0.022	NA
Aldh1l2	NA	0.006	NA
Aldh2	NA	0.045	NA
Aldh3a2	NA	0.022	NA
Aldh3b1	NA	0.004	NA
Aldh3b2	NA	0.001	NA
Aldh4a1	NA	0.026	NA
Aldh5a1	NA	0.027	NA
Aldh6a1	NA	0.044	NA
Aldh7a1	NA	0.048	NA
Aldh8a1	NA	0	NA
Aldh9a1	NA	0.046	NA
Aldoa	NA	0.326	NA
Aldoart1	NA	0.007	NA
Aldoart2	NA	0.002	NA
Aldob	NA	0.015	NA
Aldoc	NA	0.174	NA
Alg1	NA	0.043	NA
Alg10b	NA	0.006	NA
Alg11	NA	0.032	NA
Alg12	NA	0.016	NA
Alg13	NA	0.027	NA
Alg14	NA	0.008	NA
Alg2	NA	0.069	NA
Alg3	NA	0.017	NA
Alg5	NA	0.052	NA
Alg6	NA	0.055	NA
Alg8	NA	0.016	NA
Alg9	NA	0.01	NA
Alk	NA	0.001	NA
Alkbh1	NA	0.046	NA
Alkbh2	NA	0.028	NA
Alkbh3	NA	0.027	NA
Alkbh4	NA	0.01	NA
Alkbh5	NA	0.038	NA
Alkbh6	NA	0.104	NA
Alkbh7	NA	0.021	NA
Alkbh8	NA	0.053	NA
Allc	NA	0	NA
Alms1	NA	0.022	NA
Alox12	NA	0.001	NA
Alox12b	NA	0.004	NA
Alox5ap	NA	0.002	NA
Alox8	NA	0.006	NA
Aloxe3	NA	0.009	NA
Alpk1	NA	0.016	NA
Alpk3	NA	0.002	NA
Alpl	NA	0.008	NA
Als2	NA	0.007	NA
Als2cl	NA	0.009	NA
Alx3	NA	0.001	NA
Alx4	NA	0.001	NA
Alyref	NA	0.012	NA
Alyref2	NA	0.007	NA
Amacr	NA	0.007	NA
Ambra1	NA	0.054	NA
Amd1	NA	0.012	NA
Amd2	NA	0.005	NA
Amdhd1	NA	0	NA
Amdhd2	NA	0.023	NA
Amer1	NA	0.029	NA
Amer2	NA	0.058	NA
Amer3	NA	0.022	NA
Amfr	NA	0.07	NA
Amhr2	NA	0.003	NA
Amica1	NA	0.001	NA
Amigo1	NA	0.035	NA
Amigo2	NA	0.015	NA
Amigo3	NA	0.001	NA
Ammecr1	NA	0.016	NA
Ammecr1l	NA	0.063	NA
Amn	NA	0.008	NA
Amn1	NA	0.034	NA
Amot	NA	0.009	NA
Amotl1	NA	0.043	NA
Amotl2	NA	0.02	NA
Ampd2	NA	0.079	NA
Ampd3	NA	0.028	NA
Amph	NA	0.058	NA
Amt	NA	0.008	NA
Amy1	NA	0.081	NA
Amz1	NA	0.009	NA
Amz2	NA	0.074	NA
Anapc1	NA	0.07	NA
Anapc10	NA	0.016	NA
Anapc11	NA	0.057	NA
Anapc13	NA	0.031	NA
Anapc15	NA	0.021	NA
Anapc16	NA	0.078	NA
Anapc2	NA	0.061	NA
Anapc4	NA	0.084	NA
Anapc5	NA	0.246	NA
Anapc7	NA	0.032	NA
Ang	NA	0.003	NA
Angel1	NA	0.007	NA
Angel2	NA	0.171	NA
Angpt1	NA	0.014	NA
Angpt2	NA	0.002	NA
Angptl1	NA	0.002	NA
Angptl2	NA	0.004	NA
Angptl3	NA	0.002	NA
Angptl4	NA	0.005	NA
Angptl6	NA	0.014	NA
Angptl7	NA	0.001	NA
Ank	NA	0.099	NA
Ank1	NA	0.016	NA
Ank2	NA	0.491	NA
Ank3	NA	0.409	NA
Ankdd1b	NA	0	NA
Ankef1	NA	0.006	NA
Ankfn1	NA	0.001	NA
Ankfy1	NA	0.101	NA
Ankhd1	NA	0.176	NA
Ankib1	NA	0.063	NA
Ankle1	NA	0.001	NA
Ankle2	NA	0.083	NA
Ankmy2	NA	0.033	NA
Ankra2	NA	0.072	NA
Ankrd10	NA	0.151	NA
Ankrd11	NA	0.369	NA
Ankrd12	NA	0.496	NA
Ankrd13a	NA	0.036	NA
Ankrd13b	NA	0.058	NA
Ankrd13c	NA	0.026	NA
Ankrd13d	NA	0.088	NA
Ankrd16	NA	0.114	NA
Ankrd17	NA	0.122	NA
Ankrd23	NA	0.011	NA
Ankrd24	NA	0.113	NA
Ankrd26	NA	0.093	NA
Ankrd27	NA	0.045	NA
Ankrd28	NA	0.038	NA
Ankrd29	NA	0.015	NA
Ankrd32	NA	0.122	NA
Ankrd33b	NA	0.057	NA
Ankrd34a	NA	0.017	NA
Ankrd34b	NA	0.014	NA
Ankrd34c	NA	0.002	NA
Ankrd35	NA	0.017	NA
Ankrd37	NA	0.018	NA
Ankrd39	NA	0.01	NA
Ankrd40	NA	0.043	NA
Ankrd42	NA	0.033	NA
Ankrd44	NA	0.021	NA
Ankrd45	NA	0.016	NA
Ankrd46	NA	0.062	NA
Ankrd49	NA	0.034	NA
Ankrd50	NA	0.014	NA
Ankrd52	NA	0.035	NA
Ankrd54	NA	0.029	NA
Ankrd55	NA	0.005	NA
Ankrd6	NA	0.025	NA
Ankrd61	NA	0.001	NA
Ankrd63	NA	0.006	NA
Ankrd66	NA	0.003	NA
Ankrd7	NA	0.001	NA
Ankrd9	NA	0.019	NA
Anks1	NA	0.026	NA
Anks1b	NA	0.228	NA
Anks3	NA	0.096	NA
Anks6	NA	0.018	NA
Ankzf1	NA	0.115	NA
Anln	NA	0.036	NA
Ano1	NA	0.007	NA
Ano10	NA	0.02	NA
Ano2	NA	0.001	NA
Ano3	NA	0.184	NA
Ano4	NA	0.05	NA
Ano5	NA	0.004	NA
Ano6	NA	0.065	NA
Ano8	NA	0.035	NA
Anp32a	NA	0.169	NA
Anp32b	NA	0.056	NA
Anp32e	NA	0.048	NA
Anpep	NA	0.004	NA
Antxr1	NA	0.014	NA
Antxr2	NA	0.002	NA
Anxa1	NA	0.002	NA
